,0
-0.6098416447639465,0.72076935
-0.4330160617828369,1.2358508
-1.7702926397323608,1.6877606
1.5170050859451294,-1.421635
0.38252463936805725,-0.7687285
1.4533461332321167,-1.4376111
-0.16116760671138763,0.43144655
-0.572913646697998,0.7477736
0.4590538442134857,-0.16768947
-0.43332961201667786,1.5539213
2.8702175617218018,-1.8368951
-0.4715883135795593,0.5863924
-2.2885890007019043,2.201048
0.005349557381123304,0.009730952
1.1225025653839111,-1.1893944
-0.14280816912651062,0.27266788
0.276893675327301,-0.47947294
-0.4787431061267853,0.48842132
-0.11505097150802612,-0.07686045
0.9183879494667053,-1.0179921
-0.3410896956920624,-0.09305966
-0.19345933198928833,-0.21790229
0.4394473135471344,-0.8063085
-0.2764265835285187,-0.61853385
0.15571928024291992,-0.00415936
0.14343631267547607,-0.8565797
0.05113137885928154,0.050787948
0.4302753210067749,-0.73839396
0.1496240496635437,-0.5437907
-0.27126389741897583,-0.24412149
-0.07241193950176239,-0.13542083
-0.11292238533496857,-0.3531606
2.048060417175293,-1.7084606
-0.3791586458683014,0.29315382
0.07971185445785522,-0.62959826
-0.13873742520809174,0.6085114
0.013963144272565842,0.14761882
-0.4306177496910095,0.15035266
0.07005312293767929,-0.20510252
-0.8210741281509399,1.6040711
-0.23699240386486053,-0.16960077
-0.32127654552459717,-0.36945397
-2.7003509998321533,2.2997653
-0.10834003239870071,0.33647388
-0.7501713633537292,1.2649996
-0.29557982087135315,0.7228466
2.771174907684326,-1.8873549
-0.5171924233436584,0.2392404
-1.2959948778152466,1.904865
0.9733688235282898,-1.0968556
0.4091532528400421,-0.48433384
