"","station_id","date","sinclair2017","post","affiliation","weekday","callsign","national_politics"
"184",4100,"12/11/2017",1,1,"FOX","Mon","KBVU",0.200385449166667
"185",4100,"12/4/2017",1,1,"FOX","Mon","KBVU",0.18680475
"186",4100,"9/11/2017",1,1,"FOX","Mon","KBVU",0.15694614
"187",4100,"9/18/2017",1,1,"FOX","Mon","KBVU",0.0356812563636364
"188",4100,"9/25/2017",1,1,"FOX","Mon","KBVU",0.130676751818182
"189",4100,"9/4/2017",1,1,"FOX","Mon","KBVU",0.00307267
"190",4100,"6/15/2017",1,0,"FOX","Thu","KBVU",0.0468929016666667
"191",4100,"6/22/2017",1,0,"FOX","Thu","KBVU",0.124637120909091
"192",4100,"6/29/2017",1,0,"FOX","Thu","KBVU",0.0904496775
"193",4100,"6/8/2017",1,0,"FOX","Thu","KBVU",0.169158744166667
"194",4100,"7/13/2017",1,0,"FOX","Thu","KBVU",0.0657186345454545
"195",4100,"7/20/2017",1,0,"FOX","Thu","KBVU",0.0566473633333333
"196",4100,"7/27/2017",1,0,"FOX","Thu","KBVU",0.0246069054545455
"197",4100,"7/6/2017",1,0,"FOX","Thu","KBVU",0.115169217272727
"198",4100,"8/10/2017",1,0,"FOX","Thu","KBVU",0.104699278181818
"199",4100,"8/17/2017",1,0,"FOX","Thu","KBVU",0.0560409083333333
"200",4100,"8/24/2017",1,0,"FOX","Thu","KBVU",0.077766195
"201",4100,"8/3/2017",1,0,"FOX","Thu","KBVU",0.0277151945454545
"202",4100,"8/31/2017",1,0,"FOX","Thu","KBVU",0.0118690875
"203",4100,"10/12/2017",1,1,"FOX","Thu","KBVU",0.0386352627272727
"204",4100,"10/19/2017",1,1,"FOX","Thu","KBVU",0.0164322525
"205",4100,"10/26/2017",1,1,"FOX","Thu","KBVU",0.132882115454545
"206",4100,"10/5/2017",1,1,"FOX","Thu","KBVU",0.107954935
"207",4100,"11/16/2017",1,1,"FOX","Thu","KBVU",0.159372991666667
"208",4100,"11/2/2017",1,1,"FOX","Thu","KBVU",0.218401948333333
"209",4100,"11/23/2017",1,1,"FOX","Thu","KBVU",0.0871711063636364
"210",4100,"11/30/2017",1,1,"FOX","Thu","KBVU",0.160136329166667
"211",4100,"11/9/2017",1,1,"FOX","Thu","KBVU",0.0244642141666667
"212",4100,"12/7/2017",1,1,"FOX","Thu","KBVU",0.0471069775
"213",4100,"9/14/2017",1,1,"FOX","Thu","KBVU",0.172792949
"214",4100,"9/21/2017",1,1,"FOX","Thu","KBVU",0.050843973
"215",4100,"9/28/2017",1,1,"FOX","Thu","KBVU",0.116613931666667
"216",4100,"9/7/2017",1,1,"FOX","Thu","KBVU",0.160338817272727
"217",4100,"6/13/2017",1,0,"FOX","Tue","KBVU",0.185549955833333
"218",4100,"6/20/2017",1,0,"FOX","Tue","KBVU",0.022936574
"219",4100,"6/27/2017",1,0,"FOX","Tue","KBVU",0.0600925125
"220",4100,"7/11/2017",1,0,"FOX","Tue","KBVU",0.0527355858333333
"221",4100,"7/18/2017",1,0,"FOX","Tue","KBVU",0.0231250190909091
"222",4100,"7/25/2017",1,0,"FOX","Tue","KBVU",0.181397936363636
"223",4100,"7/4/2017",1,0,"FOX","Tue","KBVU",0.0179235327272727
"224",4100,"8/1/2017",1,0,"FOX","Tue","KBVU",0.00169836818181818
"225",4100,"8/15/2017",1,0,"FOX","Tue","KBVU",0.145025605454545
"226",4100,"8/22/2017",1,0,"FOX","Tue","KBVU",0.029697085
"227",4100,"8/29/2017",1,0,"FOX","Tue","KBVU",0.0430802466666667
"228",4100,"8/8/2017",1,0,"FOX","Tue","KBVU",0.037922364
"229",4100,"10/10/2017",1,1,"FOX","Tue","KBVU",0.056508867
"230",4100,"10/17/2017",1,1,"FOX","Tue","KBVU",0.031695706
"231",4100,"10/24/2017",1,1,"FOX","Tue","KBVU",0.0538007472727273
"232",4100,"10/3/2017",1,1,"FOX","Tue","KBVU",0.109823951
"233",4100,"10/31/2017",1,1,"FOX","Tue","KBVU",0.1539430975
"234",4100,"11/14/2017",1,1,"FOX","Tue","KBVU",0.0405491754545455
"235",4100,"11/21/2017",1,1,"FOX","Tue","KBVU",0.0420133916666667
"236",4100,"11/28/2017",1,1,"FOX","Tue","KBVU",0.142562394545455
"237",4100,"12/12/2017",1,1,"FOX","Tue","KBVU",0.1775550725
"238",4100,"12/5/2017",1,1,"FOX","Tue","KBVU",0.0497752591666667
"239",4100,"9/12/2017",1,1,"FOX","Tue","KBVU",0.0947969736363636
"240",4100,"9/19/2017",1,1,"FOX","Tue","KBVU",0.0347705155555556
"241",4100,"9/26/2017",1,1,"FOX","Tue","KBVU",0.232639967272727
"242",4100,"9/5/2017",1,1,"FOX","Tue","KBVU",0.181519211818182
"243",4100,"6/14/2017",1,0,"FOX","Wed","KBVU",0.0815979309090909
"244",4100,"6/21/2017",1,0,"FOX","Wed","KBVU",0.0735160763636364
"245",4100,"6/28/2017",1,0,"FOX","Wed","KBVU",0.02251194
"246",4100,"7/12/2017",1,0,"FOX","Wed","KBVU",0.0212319772727273
"247",4100,"7/19/2017",1,0,"FOX","Wed","KBVU",0.043376523
"248",4100,"7/26/2017",1,0,"FOX","Wed","KBVU",0.168451388181818
"249",4100,"7/5/2017",1,0,"FOX","Wed","KBVU",0.02267163
"250",4100,"8/16/2017",1,0,"FOX","Wed","KBVU",0.108364285
"251",4100,"8/2/2017",1,0,"FOX","Wed","KBVU",0.0247329745454545
"252",4100,"8/23/2017",1,0,"FOX","Wed","KBVU",0.00676067916666667
"253",4100,"8/30/2017",1,0,"FOX","Wed","KBVU",0.0493533672727273
"254",4100,"8/9/2017",1,0,"FOX","Wed","KBVU",0.0292713536363636
"255",4100,"10/11/2017",1,1,"FOX","Wed","KBVU",0.00755764583333333
"256",4100,"10/18/2017",1,1,"FOX","Wed","KBVU",0.16807199
"257",4100,"10/25/2017",1,1,"FOX","Wed","KBVU",0.0896536008333333
"258",4100,"10/4/2017",1,1,"FOX","Wed","KBVU",0.081641675
"259",4100,"11/1/2017",1,1,"FOX","Wed","KBVU",0.226763347
"260",4100,"11/15/2017",1,1,"FOX","Wed","KBVU",0.0211531136363636
"261",4100,"11/22/2017",1,1,"FOX","Wed","KBVU",0.0311538827272727
"262",4100,"11/29/2017",1,1,"FOX","Wed","KBVU",0.172549669
"263",4100,"11/8/2017",1,1,"FOX","Wed","KBVU",0.0319625125
"264",4100,"12/13/2017",1,1,"FOX","Wed","KBVU",0.180854686363636
"265",4100,"12/6/2017",1,1,"FOX","Wed","KBVU",0.0270920854545455
"266",4100,"9/13/2017",1,1,"FOX","Wed","KBVU",0.207461975454545
"267",4100,"9/20/2017",1,1,"FOX","Wed","KBVU",0.050078312
"268",4100,"9/27/2017",1,1,"FOX","Wed","KBVU",0.175395937272727
"269",4100,"9/6/2017",1,1,"FOX","Wed","KBVU",0.0214354608333333
